symbol,timestamp,open,high,low,close,volume,trade_count,vwap
ETN,2025-11-10 09:30:00-05:00,380.92,382.34,380.75,381.36,48425.0,717.0,381.087189
ETN,2025-11-10 09:31:00-05:00,381.36,381.97,379.485,380.375,9572.0,342.0,380.179783
ETN,2025-11-10 09:32:00-05:00,380.37,380.59,379.0001,379.48,5161.0,229.0,379.705682
ETN,2025-11-10 09:33:00-05:00,379.195,380.375,379.195,379.86,5718.0,242.0,379.92278
ETN,2025-11-10 09:34:00-05:00,380.3,380.93,379.7896,380.71,2387.0,199.0,380.370894
ETN,2025-11-10 09:35:00-05:00,380.74,380.75,380.045,380.555,8105.0,314.0,380.476931
ETN,2025-11-10 09:36:00-05:00,380.555,380.76,379.98,380.61,5642.0,334.0,380.446697
ETN,2025-11-10 09:37:00-05:00,380.385,381.7,380.34,381.7,4964.0,217.0,380.942131
ETN,2025-11-10 09:38:00-05:00,381.16,382.0,380.88,382.0,5615.0,315.0,381.506551
ETN,2025-11-10 09:39:00-05:00,381.525,381.7,380.98,381.58,6946.0,416.0,381.340912
ETN,2025-11-10 09:40:00-05:00,381.58,382.3,381.445,382.05,8389.0,343.0,381.75099
ETN,2025-11-10 09:41:00-05:00,381.765,381.95,380.29,380.29,6706.0,287.0,381.354026
ETN,2025-11-10 09:42:00-05:00,380.48,381.24,380.2477,380.54,6312.0,246.0,380.793995
ETN,2025-11-10 09:43:00-05:00,380.675,380.675,378.27,378.7,5795.0,280.0,379.000494
ETN,2025-11-10 09:44:00-05:00,378.695,379.44,378.5575,379.15,3991.0,158.0,379.062407
ETN,2025-11-10 09:45:00-05:00,379.39,379.65,378.7776,379.23,5398.0,212.0,379.329257
ETN,2025-11-10 09:46:00-05:00,379.31,380.35,379.08,380.11,2378.0,139.0,379.921199
ETN,2025-11-10 09:47:00-05:00,380.305,380.305,379.38,379.92,5009.0,261.0,379.768157
ETN,2025-11-10 09:48:00-05:00,380.03,380.5118,379.33,379.64,4152.0,209.0,379.746379
ETN,2025-11-10 09:49:00-05:00,379.64,380.317,379.45,379.76,5996.0,204.0,379.74581
ETN,2025-11-10 09:50:00-05:00,379.5527,379.5527,377.86,377.86,4891.0,219.0,378.927656
ETN,2025-11-10 09:51:00-05:00,378.14,378.33,377.46,377.615,6442.0,279.0,377.791204
ETN,2025-11-10 09:52:00-05:00,377.71,377.71,376.54,377.09,7223.0,305.0,377.121304
ETN,2025-11-10 09:53:00-05:00,376.9825,377.55,376.8546,377.435,3425.0,115.0,377.15694
ETN,2025-11-10 09:54:00-05:00,377.4147,378.03,377.4147,377.52,3102.0,164.0,377.656144
ETN,2025-11-10 09:55:00-05:00,377.535,377.6,377.09,377.24,4170.0,271.0,377.346536
ETN,2025-11-10 09:56:00-05:00,377.235,377.47,376.63,376.73,3594.0,251.0,376.996909
